Occurrences,Gloss,readability (rounded average),lemma,pos
2318,period_of_time;interval,1,مدة,noun
2318,"perhaps,_maybe",3,لعل,verb_pseudo
2314,study#studies;research,1,دراسة,noun
2305,include;comprise;incorporate,4,ضم,verb
2302,white,1,أبيض,adj
2302,village,1,قرية,noun
2299,numerous;many,3,عديد,adj
2295,issue;affair;matter;question#issues;affairs;matters;questions,3,مسألة,noun
2295,task;assignment;mission,2,مهمة,noun
2291,moment;instant#moments;instants,1,لحظة,noun
2288,organization;network#organizations;networks,1,تنظيم,noun
2278,activity#activities,1,نشاط,noun
2274,permanent;lasting;constant,1,دائم,adj
2268,participate_with;share_with,1,شارك,verb
2250,holidays;feasts#feast;holiday;festival,1,عيد,noun
2246,citizen,2,مواطن,noun
2242,beauty,1,جمال,noun
2240,fear;be_afraid_(of),1,خاف,verb
2240,marriage;wedding,1,زواج,noun
2239,smile,1,ٱبتسم,verb
2229,good,1,جيد,adj
2228,league_(sports),4,دوري,noun
2218,notify;inform;communicate#be_notified;be_informed;be_communicated,2,أخبر,verb
2216,justice;judiciary#districts;provinces,4,قضاء,noun
2210,daughters;girls#daughter;girl,1,بنت,noun
2205,old;ancient,1,قديم,adj
2204,pounds_(currency)#pound_(currency),2,جنيه,noun
2204,element;factor#elements;factors,4,عنصر,noun
2201,walk;proceed,1,مشى,verb
2198,conduct;carry_out;perform#be_conducted;be_carried_out;be_performed,3,أجرى,verb
2187,more/most_knowledgeable,2,أعلم,adj_comp
2185,future,1,مستقبل,noun
2183,attend;appear;be_present,1,حضر,verb
2176,ship;vessel#ships;vessels,1,سفينة,noun
2176,read,1,قرأ,verb
2171,murders;killings#murder;killing,2,مقتل,noun
2168,extent;degree;amount;value;level#amounts;degrees,3,قدر,noun
2167,color;tint#colors;tints,1,لون,noun
2163,hero;champion;star#heroes;champions;stars#heroine;champion;star,1,بطل,noun
2157,acquisition;obtaining,3,حصول,noun
2150,session;meeting#sessions;meetings,3,جلسة,noun
2148,need;want,1,ٱحتاج,verb
2141,turn_around;heed;consider,4,ٱلتفت,verb
2140,believe;give_credence_to;confirm#be_believed,1,صدق,verb
2136,descend;stay,1,نزل,verb
2134,energy;power;potential,3,طاقة,noun
2130,culture;education#(to)_know;knowing,3,معرفة,noun
2125,be_capable_of;be_able_to,2,تمكن,verb
2124,presentation;display;review;show;offer#presentations;shows;reviews;displays,2,عرض,noun
2122,undertaking;carrying_out;setting_up,4,قيام,noun
2120,allow;permit;authorize#be_allowed;be_permitted;be_authorized,1,سمح,verb
2112,going;departure,1,ذهاب,noun
2108,crime,2,جريمة,noun
2106,rise;awaken;rebel,2,نهض,verb
2105,sister;counterpart#sisters,1,أخت,noun
2105,strange,1,غريب,adj
2099,tears,1,دمع,noun
2097,sea#seas,1,بحر,noun
2096,food,1,طعام,noun
2089,pain;suffering,1,ألم,noun
2089,development;growth,3,تنمية,noun
2087,industries;trades;crafts#manufacture;industry;trade;craft,2,صناعة,noun
2086,residency;setting_up#residencies,2,إقامة,noun
2082,consideration;regard,3,ٱعتبار,noun
2081,continue;last_(time),2,ٱستمر,verb
2077,interest;concern;care;attention,1,ٱهتمام,noun
2077,negotiation;discussion#negotiations;discussions;talks,4,مفاوضة,noun
2074,happiness,1,سعادة,noun
2072,fourth,1,رابع,adj_num
2071,vigilant;sentry;guard;keeper;goal-keeper#guards;sentries;guardians,1,حارس,noun
2064,complete;full;integral,2,كامل,adj
2063,freedom,1,حرية,noun
2062,west;West,3,غرب,noun
2062,meanings;senses;concepts;nuances#meaning;sense,1,معنى,noun
2058,petroleum;oil,3,نفط,noun
2053,tree#trees,1,شجرة,noun
2050,deal_with;eat;take;ingest,1,تناول,verb
2050,register;record;inscribe#be_registered;be_recorded;be_inscribed,1,سجل,verb
2048,pilgrims#pilgrim,1,حاج,noun
2048,participants;audience,3,حضور,noun
2048,will;shall,3,سوف,part_fut
2047,economy;saving#economies,3,ٱقتصاد,noun
2039,boys;youths#boy;youth,2,غلام,noun
2038,discover;reveal;disclose;examine#be_discovered;be_revealed;be_disclosed;examine,2,كشف,verb
2037,take;adopt#be_taken;be_adopted,3,ٱتخذ,verb
2037,desire;wish;will#desires;wishes,3,رغبة,noun
2036,lines#handwriting;script;calligraphy,1,خط,noun
2035,forget#be_forgotten,1,نسي,verb
2026,hotel,1,فندق,noun
2023,production;output,3,إنتاج,noun
2021,shared;common;joint;collective,2,مشترك,adj
2019,play,1,لعب,verb
2012,high;elevated,1,عالي,adj
2009,attempt;effort#attempts;efforts,2,محاولة,noun
2009,be_counted;be_considered;be_deemed#count;consider;deem,1,عد,verb
2004,origin;source;root#origins;sources;principles,2,أصل,noun
2003,only;sole;alone;exclusive,1,وحيد,adj
2000,technical;artistic,4,فني,adj
1998,they_(both),2,هما,pron
1994,attack;charge;assault,3,هجوم,noun
1991,higher/highest;supreme,1,أعلى,adj_comp
1991,beginning;start,1,بداية,noun
1991,receive,4,تلقى,verb
1988,garden#gardens,1,حديقة,noun
1977,offering;presenting;submitting,2,تقديم,noun
1973,mentioning;pointing_out#indications;mentions;signs;signals#indication;mention;sign;signal,2,إشارة,noun
1973,fact;reality;actual,2,واقع,noun
1970,information;data,4,معلوم,noun
1967,prepare;make_ready#be_prepared;be_made_ready,3,أعد,verb
1966,place;location#places;locations,1,محل,noun
1964,remove;oust;emit;extricate#be_removed;be_ousted;be_emitted;be_extricated,1,أخرج,verb
1954,remote;distant;far,1,بعيد,adj
1952,take_charge_of;be_in_charge_of;seize_control_of,3,تولى,verb
1952,health,1,صحة,noun
1951,mind;intellect;brain#senses;intellects;brains,1,عقل,noun
1947,democratic,4,ديمقراطي,adj
1938,strong;powerful,1,قوي,adj
1936,development;advancement;promotion,3,تطوير,noun
1929,share;stock#arrows#shares;stocks,1,سهم,noun
1927,necessity;need;imperative,3,ضرورة,noun
1926,dispute;controversy;conflict#disputes;controversies;conflicts,2,خلاف,noun
1925,center;headquarters;residence#centers;headquarters;residences,4,مقر,noun
1921,language,1,لغة,noun
1920,basic;fundamental,1,أساسي,adj
1919,disease;illness#diseases;illnesses,1,مرض,noun
1915,professor,1,أستاذ,noun
1911,cup,1,كأس,noun
1907,describe;characterize#be_described;be_characterized,2,وصف,verb
1906,terrorism;terrorizing,3,إرهاب,noun
1906,campaign;expedition;attack#campaigns;expeditions;attacks,4,حملة,noun
1889,right_after,5,إثر,noun
1889,sky;heaven#heavens;Heaven;skies,1,سماء,noun
1877,indicative;indicating,4,مشير,adj
1876,parliament,4,برلمان,noun
1874,casualty;dead_person;killed_person#dead;killed;casualties,2,قتيل,noun
1873,raise;provoke;agitate#be_raised;be_provoked;be_agitated,3,أثار,verb
1866,important;serious,1,مهم,adj
1863,fall;drop,1,سقط,verb
1862,side;perspective#sides;perspectives;areas;regions,3,ناحية,noun
1857,(do)_again;re-(do);return;give_back#(be_done)_again;be_returned;be_given_back#be_returned;be_given_back,3,أعاد,verb
1850,young_man;juvenile#young_men;juveniles,2,فتى,noun
1850,return,1,رجع,verb
1847,box;bin#boxes;bins,1,صندوق,noun
1843,true;real,1,حقيقي,adj
1843,story#stories,1,قصة,noun
1842,capacity;ability;potential;power,2,قدرة,noun
1839,success,1,نجاح,noun
1837,precondition;stipulation#preconditions;stipulations,1,شرط,noun
1832,"about,_approximately,_around,_roughly,_nearly,_almost",2,حوالي,noun_quant
1827,be_exposed_to;encounter,2,تعرض,verb
1826,good;beauty,3,حسن,noun
1824,trust;confidence#authorities;trustworthy_sources,2,ثقة,noun
1823,army,3,جند,noun
1822,extent;range,4,مدى,noun
1820,that,3,ذاك,pron_dem
1819,sun,1,شمس,noun
1819,national_team,1,منتخب,noun
1817,messenger_(Muhammad)#messengers;apostles#messenger;apostle,1,رسول,noun
1816,method;procedure#methods;manners,1,طريقة,noun
1806,world,1,دنيا,noun
1796,stars;constellations#star;constellation,1,نجم,noun
1791,cut_off;sever;interrupt;stop,1,قطع,verb
1785,become;remain,4,بات,verb
1785,sections;pieces;portions;parts;fractions#section;piece;portion;part;fraction,1,جزء,noun
1785,individual;unit#individuals#one_item_(of_a_pair)#pistol,3,فرد,noun
1781,attack;aggression;assault#attacks;assaults;aggression,3,ٱعتداء,noun
1780,"air_(in_""air_force"")#air;climate;atmosphere",3,جو,noun
1779,opposition,4,معارضة,noun
1778,usage;using;utilization,1,ٱستخدام,noun
1778,body;form#bodies;forms,1,جسم,noun
1775,reform;restoration#corrections;amendments,2,إصلاح,noun
1775,protection;protecting,2,حماية,noun
1773,(stem_of_2_and_12),4,ٱثن,noun_num
1769,republic,3,جمهورية,noun
1765,hospital#hospitals,1,مستشفى,noun
1764,appointment;date;rendezvous#appointment;dates;rendezvous#appointment;rendezvous,1,موعد,noun
1763,speak;talk;discuss,1,تكلم,verb
1757,station,1,محطة,noun
1757,news_item;report#news_items;reports,3,نبأ,noun
1755,intensity;forcefulness,3,شدة,noun
1754,seasons;festivals#season;festival,3,موسم,noun
1752,feel;perceive#be_felt;be_perceived,1,أحس,verb
1751,vision;sight;view;viewing#view;opinion,4,رؤية,noun
1748,monastery;convent#monasteries;convents,4,دير,noun
1747,hall;corridor;large_room#halls;corridors;large_rooms,2,قاعة,noun
1744,network;system#nets;networks#networks;systems,1,شبكة,noun
1743,be_enough;suffice,2,كفى,verb
1741,change;modification;replacement,1,تغيير,noun
1740,beautiful;nice;fine_(arts),1,جميل,adj
1739,poet,2,شاعر,noun
1737,be_connected_with;pertain_to,3,تعلق,verb
1730,casualty;injury#casualties;injuries,2,إصابة,noun
1727,sadness,1,حزن,noun
1727,fifth,1,خامس,adj_num
1721,visit,1,زار,verb
1721,precede;antecede;anticipate,1,سبق,verb
1720,continue;follow;monitor#follow;monitor;keep_an_eye_on,1,تابع,verb
1719,degrees;classes;ranks;grades;levels#degree;class;rank;grade;level,1,درجة,noun
1717,seat#seats,1,مقعد,noun
1714,residents;inhabitants,1,ساكن,noun
1714,goal;objective;purpose;intention#goals;objectives,4,غاية,noun
1712,governor,4,محافظ,noun
1711,agree,1,ٱتفق,verb
1709,church;temple#churches;temples,3,كنيسة,noun
1708,swords#sword,1,سيف,noun
1704,to;for;(accus.),5,إيا,part
1701,be_changed;be_transformed,1,تحول,verb
1701,substance;material#substances;materials,1,مادة,noun
1700,deputy;caliph#deputies;caliphs#deputies,3,خليفة,noun
1697,tongue,1,لسان,noun
1696,sentence;clause#sentences;clauses,1,جملة,noun
1696,"this_way,_this,_thus#is_+_this_way,_thus",3,هكذا,adv
1692,"some,_a_few,_several",3,بضع,noun_quant
1689,indicators;guides#directory;manual;guide-book#evidence;proof;indications#indicator;guide,2,دليل,noun
1688,foundation;basis#foundations;bases,1,أساس,noun
1684,base,2,قاعدة,noun
1682,spokesman;speaker,2,متحدث,noun
1682,current;present;proceeding;taking_place,4,جاري,adj
1681,attain;achieve;acquire#grant;confer#be_attained;be_achieved;be_acquired,3,نال,verb
1680,guest;visitor#guests;visitors,1,ضيف,noun
1679,ambassador,3,سفير,noun
1678,disturbance;agitation;disorder#disturbances;disorders,4,ٱضطراب,noun
1674,send;emit,3,بعث,verb
1671,decide;resolve,1,قرر,verb
1668,evil;malice,1,شر,noun
1666,be_conceded;be_granted#hand_over;surrender;greet,2,سلم,verb
1664,survival;remaining,2,بقاء,noun
1661,internal;domestic,2,داخلي,adj
1655,importance;significance,2,أهمية,noun
1651,zero,1,صفر,noun_num
1647,rise;increase;elevation,2,ٱرتفاع,noun
1647,stability,3,ٱستقرار,noun
1645,within;inside;among,3,ضمن,noun
1642,more/most_important,1,أهم,adj_comp
1642,prizes;rewards#prize;reward,1,جائزة,noun
1641,waiting;anticipating,1,ٱنتظار,noun
1640,family;household#families;households,1,عائلة,noun
1639,culture;civilization,3,ثقافة,noun
1639,believer,2,مؤمن,noun
1633,choose;pick;select#be_chosen;be_picked;be_selected,1,ٱختار,verb
1633,mind;feeling;wish#feelings;wishes,3,خاطر,noun
1632,authors;writers#writer;author,1,كاتب,noun
1630,gather;assemble#be_gathered;be_assembled,1,جمع,verb
1628,kingdom,1,مملكة,noun
1628,prevent;forbid#be_prevented;be_forbidden,1,منع,verb
1627,fabricate;design;build#be_made;_be_fabricated;be_designed;be_built,1,صنع,verb
1623,the,1,ال,part_det
1619,representative;delegate,3,ممثل,noun
1619,posts;positions;offices#post;position;office,3,منصب,noun
1618,titles;nicknames#title;nickname,4,لقب,noun
1616,foreign,1,أجنبي,adj
1616,name;designate#be_called;be_named;be_designated,1,سمى,verb
1612,ear,1,أذن,noun
1609,goal;purpose;objective#goals;objectives,3,غرض,noun
1599,performance;fulfillment,3,أداء,noun
1598,loss;casualty;damage;failure#losses;casualties;damages;failures,1,خسارة,noun
1597,commercial;business,3,تجاري,adj
1592,number;numeral#numbers;numerals,1,رقم,noun
1591,point;indicate,3,دل,verb
1586,owner;proprietor#lord;master#lords;masters,1,رب,noun
1583,responsibility#responsibilities,3,مسؤولية,noun
1580,calculation;appraisal#invoice;expense;account,2,حساب,noun
1580,red,1,أحمر,adj
1579,mind;attention#whale,2,بال,noun
1578,nature;natural,1,طبيعة,noun
1578,amount;sum#amounts;sums,3,مبلغ,noun
1578,attack;assault;strike#attacks;assaults;strikes,3,هجمة,noun
1576,face;be_faced_with;confront#be_faced_(with);be_confronted_(with),2,واجه,verb
1571,scene;field;arena#scenes;fields;arenas,1,ساحة,noun
1571,lead;guide,2,قاد,verb
1568,clothes;dress;attire,3,ملبس,noun
1566,meet;confer,2,ٱجتمع,verb
1565,increase,2,ٱزداد,verb
1563,wound;injury#wounds;injuries,1,جرح,noun
1562,accuse,3,ٱتهم,verb
1560,establishing;setting_up;founding#constructions;installations,4,إنشاء,noun
1560,whenever,3,كلما,adv_rel
1559,daytime;day#daytime,1,نهار,noun
1559,several;numerous;many,4,عدة,adj
1558,true;correct#healthy;in_good_health,1,صحيح,adj
1557,wide;extensive;broad,1,واسع,adj
1555,dream#dreams,1,حلم,noun
1554,experience;experiment#experiences;experiments,1,تجربة,noun
1550,groups;teams;troupes#group;team;troupe#squads;divisions,2,فرقة,noun
1550,cry;weep#be_cried;be_wept_(over),1,بكى,verb
1548,watch;observe;witness#be_observed;be_seen,1,شاهد,verb
1547,tooth#teeth,1,سن,noun
1546,pressing;pushing#pressures;stresses,1,ضغط,noun
1541,offense;bad;ill;miss-#offenses;bad;ill;miss-,3,سوء,noun
1541,stove,5,كانون,noun
1540,rescue;salvation;relief,1,إنقاذ,noun
1540,ongoing;existing;present;remaining#standing;upright,4,قائم,adj
1535,adjustment;change;modification;amendment,1,تعديل,noun
1534,governmental;state;official,2,حكومي,adj
1532,go_away,3,ٱنصرف,verb
1532,paternal_uncle,1,عم,noun
1531,aircraft;airplane,1,طائرة,noun
1530,possessing_<pod>*A/NOUN</pos>#of;with,4,ذا,noun
1528,clear;obvious;visible,1,واضح,adj
1527,regions;districts#region;district,3,إقليم,noun
1525,human;humane;humanitarian,3,إنساني,adj
1523,more;greater_number,4,مزيد,noun
1522,national;state#nationalist,4,قومي,adj
1520,people;nation#peoples;nations,3,قوم,noun
1519,speech,3,خطاب,noun
1514,constitution;statute#constitutions;statutes,4,دستور,noun
1514,unrest;concern;apprehension,2,قلق,noun
1512,armored;reinforced#armed,2,مسلح,adj
1511,effect;influence;impact,2,تأثير,noun
1510,remaining#current;available;widespread;in_circulation;moving;marching,4,سائر,adj
1508,time;period;duration#time;periods;duration,1,زمن,noun
1504,main;principal,3,رئيسي,adj
1501,win;be_victorious,1,فاز,verb
1497,controller#officers#officer#precepts;restraining_orders,1,ضابط,noun
1497,charm#circumstances;condition;situation#envelope,3,ظرف,noun
1496,benefit;use#benefits;uses,2,فائدة,noun
1494,declare;announce,4,صرح,verb
1494,when,3,متى,adv_rel
1492,meet;encounter;find,3,لقي,verb
1490,mountain,1,جبل,noun
1490,occasion;opportunity#occasions;opportunities,2,مناسبة,noun
1483,lawyer;defense_counsel#lawyers;defense_counsel,2,محامي,noun
1481,be_launched;take_off;be_sent_out;get_started,4,ٱنطلق,verb
1475,respect;honoring,1,ٱحترام,noun
1475,judge;magistrate#judges;magistrates,3,قاضي,noun
1471,stone,1,حجر,noun
1470,crying;weeping,1,بكاء,noun
1470,sitting,1,جالس,adj
1460,information;media,4,إعلام,noun
1459,get_married,1,تزوج,verb
1458,as_if,3,كأنما,part
1457,help;assist;support;contribute#help;assist,1,ساعد,verb
1457,except;whether;regardless,3,سواء,noun
1456,according_to;in_accordance_with,4,وفق,noun
1453,answer#letters,1,جواب,noun
1453,especially,5,سيما,adv
1448,"most,_majority",2,معظم,noun_quant
1446,comprise;include;contain,3,شمل,verb
1445,nation;homeland#nations;homelands,3,وطن,noun
1442,weakness;impotence,2,ضعف,noun
1437,"except_for,_had_it_not_been_for,_if_not,_unless",3,لولا,conj_sub
1435,substitute,1,بدل,noun
1435,civilian,5,مدني,adj
1428,scientific;scholarly;academic,2,علمي,adj
1427,stronger/strongest;more/most_intense,2,أشد,adj_comp
1427,encounter;meeting;interview,2,مقابلة,noun
1425,regional;territorial,4,إقليمي,adj
1425,length;height#lengths;heights,1,طول,noun
1423,pencil;pen#pencils;pens,1,قلم,noun
1422,preparation,1,ٱستعداد,noun
